968	64
641	45
645	98
639	282
520	139
641	271
593	168
803	272
847	8
576	400
743	301
863	68
648	104
703	498
651	66
513	240
584	88
528	104
513	156
528	57
515	25
530	0
531	260
775	17
775	2
569	134
639	9
512	43
547	72
663	22
921	192
548	58
729	1
778	272
672	8
931	72
839	202
700	474
543	160
645	170
646	304
520	117
840	432
936	352
740	37
904	136
801	1
943	464
512	258
751	163
529	12
583	368
972	365
526	182
898	130
512	373
534	132
609	282
540	458
653	148
524	296
853	32
514	272
771	56
930	41
653	66
912	19
913	135
639	207
511	280
696	138
708	0
934	299
604	352
514	265
578	384
777	257
717	388
600	128
800	455
525	348
745	96
553	0
522	9
914	20
561	152
568	384
770	336
585	66
836	78
705	134
537	152
575	228
774	72
548	74
912	337
645	404
817	64
831	360
860	24
518	1
528	55
556	273
517	266
596	75
643	300
511	171
559	387
603	208
552	1
515	4
560	288
644	8
680	48
814	0
688	261
511	78
520	384
604	201
789	16
545	18
674	253
572	72
770	275
810	472
909	431
519	54
640	44
771	238
992	41
656	49
600	80
609	267
775	421
787	39
771	148
669	5
831	6
784	168
528	16
575	368
761	132
632	66
519	130
644	274
521	316
833	12
959	65
527	260
817	448
548	50
922	257
870	292
962	167
889	93
545	268
849	40
516	291
527	386
549	16
640	324
787	138
794	130
546	292
771	99
582	26
794	328
607	1
583	136
522	184
560	13
684	139
640	16
583	296
575	300
659	208
559	81
645	161
640	430
729	320
543	8
795	3
847	192
579	136
666	385
513	217
713	242
897	160
683	257
659	132
831	176
839	236
512	3
772	32
643	248
983	20
624	0
831	0
535	378
655	212
713	133
526	178
524	323
768	2
848	22
896	321
648	103
772	75
751	3
511	32
522	52
823	260
861	284
520	128
559	99
513	80
668	199
654	141
576	65
528	196
960	5
515	54
996	277
880	160
888	451
579	322
578	233
877	136
932	405
769	140
575	86
544	288
584	282
724	262
905	273
678	296
671	40
863	462
785	192
594	280
546	262
555	66
851	283
513	432
917	116
805	413
918	1
517	10
587	402
540	196
511	272
643	289
673	161
803	129
582	206
663	336
768	200
769	274
783	21
784	256
863	417
779	4
960	69
719	237
787	164
610	300
945	4
515	321
529	254
578	86
720	389
523	20
511	412
808	400
651	132
626	150
526	83
930	318
512	384
518	296
520	65
769	166
538	359
974	177
519	420
618	295
711	416
575	140
961	240
673	138
841	32
874	128
576	228
553	172
527	197
516	28
928	69
529	144
747	16
761	476
577	138
585	336
708	174
839	432
674	320
736	32
603	162
725	145
535	59
850	144
598	176
622	290
773	99
517	6
777	336
897	480
787	137
528	28
655	332
817	152
529	0
778	256
535	137
609	256
840	180
521	1
649	426
737	264
531	285
568	296
612	192
522	20
575	268
767	180
672	216
559	17
609	355
720	257
576	209
525	70
616	12
575	24
644	315
964	14
710	0
549	289
948	131
532	390
720	66
753	232
912	17
730	483
512	98
513	358
569	400
913	54
559	392
896	260
895	292
635	0
527	43
513	430
632	390
632	336
643	297
676	133
801	138
875	260
768	217
577	36
521	11
553	342
806	200
530	72
813	81
534	411
520	492
720	272
767	154
797	371
554	120
784	248
673	10
767	162
656	140
654	168
515	58
852	14
843	97
931	15
947	304
763	64
513	67
514	5
520	135
568	72
800	265
703	358
538	2
832	209
526	152
512	390
671	40
526	274
865	76
1007	64
514	7
517	2
514	265
589	240
630	344
609	186
515	94
651	33
780	336
545	24
592	384
590	3
575	92
517	209
584	38
512	38
626	209
529	392
820	417
563	329
599	113
906	136
527	296
708	4
513	2
585	412
821	292
584	52
860	336
896	208
563	131
687	265
744	73
559	12
607	260
604	50
896	37
799	129
716	16
575	2
516	9
597	6
784	460
624	8
544	293
684	261
609	16
673	64
549	240
674	84
799	172
580	168
902	292
709	1
910	17
704	176
583	69
946	8
511	228
713	80
511	205
821	34
801	6
511	244
514	16
728	18
994	33
918	44
853	156
607	273
515	65
595	80
963	25
697	125
611	320
511	1
831	77
692	244
599	104
895	2
530	148
644	82
772	404
929	400
906	80
511	354
535	145
519	268
535	14
875	0
529	481
668	280
959	32
703	54
544	68
576	2
546	161
741	129
515	256
547	18
592	108
835	264
932	175
769	223
661	38
663	137
906	386
524	131
524	150
785	16
514	264
807	259
704	16
512	372
900	76
593	160
854	41
528	448
612	288
787	108
912	320
895	336
655	161
689	8
514	288
823	0
790	4
514	388
847	144
578	332
665	64
833	292
520	0
580	20
864	135
527	0
949	48
738	323
601	49
569	385
652	130
796	5
553	42
913	21
527	17
531	136
932	194
513	164
514	197
551	28
866	10
554	333
543	6
656	96
529	28
811	24
609	224
735	256
664	129
596	330
581	14
605	65
788	348
533	496
709	28
513	384
656	281
690	73
546	23
652	130
595	27
526	485
580	8
675	146
871	72
624	217
976	386
864	132
656	43
705	4
778	199
653	173
571	260
616	135
828	129
832	274
899	282
731	256
801	72
538	264
867	10
575	450
548	137
533	343
678	25
528	336
511	139
859	75
777	450
704	33
586	8
776	448
771	0
528	149
639	168
961	129
772	6
513	386
513	24
861	34
790	88
833	265
560	51
512	144
768	256
960	313
945	226
721	194
515	8
598	194
966	316
713	194
849	468
593	60
1005	130
649	6
545	265
607	132
613	192
703	33
543	451
975	433
859	256
517	64
703	435
663	448
910	506
607	481
929	358
681	224
711	76
511	4
769	17
523	13
673	65
769	1
677	38
776	460
553	129
552	41
819	258
912	197
848	237
539	104
651	288
655	2
667	306
530	256
528	78
515	144
691	5
551	298
545	156
656	98
658	170
932	312
723	4
557	25
690	187
525	44
548	478
831	275
611	263
697	129
735	149
521	341
798	261
864	284
591	2
543	249
920	22
512	1
512	14
769	354
525	208
573	504
600	497
936	72
531	264
776	0
651	79
527	64
711	136
784	90
512	3
964	81
579	316
703	68
525	129
530	2
775	47
526	132
531	137
511	100
640	258
771	80
535	166
611	384
775	4
649	33
560	25
515	0
964	7
897	265
579	160
513	12
767	256
521	54
688	135
718	433
709	40
785	19
672	8
803	23
523	455
770	4
517	116
643	300
716	384
607	176
828	180
520	381
659	227
749	8
577	228
768	36
683	8
577	171
515	242
543	147
898	229
578	67
790	128
512	0
831	66
511	65
676	60
959	36
805	164
575	3
951	256
780	130
546	115
602	9
511	34
783	136
601	34
768	9
580	132
639	293
602	133
775	322
577	433
519	320
591	4
930	20
551	53
615	257
522	34
576	2
712	336
786	270
738	404
772	304
803	192
745	17
640	268
587	467
534	124
777	322
511	198
835	257
673	264
899	289
893	181
767	16
915	264
511	19
625	44
564	130
625	48
866	288
581	264
858	224
513	60
931	356
532	20
799	4
845	32
875	257
527	71
518	21
564	58
713	32
534	30
566	386
559	217
928	1
1015	0
652	40
551	272
547	2
779	93
538	167
610	441
771	280
515	98
521	128
675	324
944	456
641	403
521	196
656	258
531	30
864	284
837	501
684	81
605	132
653	184
769	64
769	256
591	177
555	136
512	73
992	236
549	24
774	336
800	0
546	468
615	324
639	177
773	1
839	48
976	74
514	70
650	321
607	32
558	50
720	328
646	216
581	84
593	4
864	36
836	28
849	28
609	137
703	164
515	4
545	321
831	146
583	360
546	293
513	8
560	136
602	123
559	32
575	38
527	131
513	1
581	129
762	428
807	295
527	328
659	473
612	32
511	290
576	196
531	17
991	321
532	385
639	136
616	140
511	107
535	147
722	64
810	193
832	197
964	112
698	98
587	0
688	108
962	64
518	330
816	454
576	98
704	12
519	194
513	14
577	0
540	172
515	181
672	33
665	42
775	1
940	18
688	53
636	34
599	74
575	288
521	11
530	298
800	396
791	113
552	196
543	4
898	139
887	96
800	33
528	132
674	138
762	133
595	160
511	212
543	0
588	137
511	338
779	0
565	9
802	6
807	3
943	357
928	497
595	36
640	316
545	52
592	224
560	345
607	289
548	139
793	74
961	266
527	294
855	144
528	135
543	101
839	302
537	42
705	97
600	101
778	160
547	156
669	360
999	2
643	48
770	160
689	457
639	161
584	68
988	48
575	32
513	32
931	31
771	10
804	237
944	268
803	197
654	4
527	384
536	492
899	130
855	146
706	161
869	36
911	64
639	312
515	3
613	160
572	108
941	488
524	329
994	1
796	10
896	369
575	0
528	195
522	344
675	275
615	3
807	88
994	113
616	32
911	457
534	256
784	1
799	4
647	272
888	268
810	482
613	194
768	32
529	193
592	290
676	33
733	290
646	404
514	46
819	266
642	358
558	45
650	9
527	160
521	92
911	307
711	21
546	324
808	7
514	395
671	117
656	78
560	192
972	299
879	288
817	71
639	260
523	73
780	298
973	68
532	35
575	80
747	133
532	320
681	369
555	400
543	10
554	433
521	49
778	414
617	320
536	300
512	220
711	288
639	0
607	305
511	356
800	32
802	8
592	51
682	71
580	5
562	72
673	22
776	129
782	362
799	200
904	196
809	4
561	162
751	344
533	256
959	134
673	280
904	448
669	0
768	261
702	40
787	292
672	502
519	2
733	364
767	330
513	32
522	241
903	0
789	274
604	145
980	81
673	34
579	26
764	5
512	259
591	139
1008	116
577	64
705	194
531	68
587	208
577	257
519	32
521	284
690	267
635	81
632	280
535	448
626	81
680	130
807	128
522	5
514	178
529	380
676	167
644	288
543	68
769	100
545	93
513	258
978	464
696	383
545	189
603	321
838	436
545	0
730	93
544	389
588	289
557	199
582	14
544	50
737	106
871	54
771	12
940	352
777	226
743	107
591	34
624	18
739	408
597	129
529	64
655	12
535	131
517	407
567	145
807	153
580	492
961	289
605	34
787	50
690	332
529	52
531	181
524	262
585	134
575	339
780	420
673	416
544	72
900	10
896	2
934	24
930	390
659	18
511	12
640	66
931	240
643	417
838	309
569	396
515	41
513	230
781	23
577	197
772	184
904	64
802	128
713	8
832	290
546	258
662	196
845	364
535	332
679	267
896	393
512	340
629	49
945	82
511	129
511	193
707	129
801	13
938	289
776	7
927	4
768	137
867	5
819	352
522	18
820	15
913	146
535	0
553	258
821	80
641	5
610	100
527	13
641	429
528	336
705	5
611	357
552	66
775	306
583	484
513	6
607	0
512	242
586	7
544	0
704	72
544	176
569	208
553	460
1007	12
511	90
803	477
673	480
896	32
642	284
785	257
693	8
771	306
675	3
511	261
666	1
521	273
698	400
673	114
900	151
613	100
839	26
928	0
692	0
537	102
587	139
721	96
516	289
977	64
776	84
788	225
584	161
641	6
806	22
908	28
813	134
609	52
784	224
609	40
513	262
641	451
531	40
529	141
831	69
529	207
532	72
513	320
644	109
708	201
676	16
824	220
979	232
900	55
586	36
708	128
530	357
513	81
511	40
904	4
640	275
659	33
587	388
640	72
680	152
847	506
514	288
631	132
514	25
544	304
642	17
990	137
814	133
768	36
645	390
779	34
543	256
561	2
615	72
641	16
517	11
768	36
812	385
788	12
516	330
833	90
532	105
780	281
660	186
703	289
835	236
575	81
711	389
592	136
725	256
512	102
530	8
528	114
712	308
616	67
643	484
975	296
560	212
579	136
577	2
807	260
646	390
783	273
612	256
703	136
578	17
880	144
586	480
561	9
543	7
576	339
608	18
587	64
727	16
974	128
800	437
531	469
578	64
581	77
799	384
556	0
895	4
639	298
964	279
521	354
965	16
899	414
695	178
575	33
842	12
901	149
544	354
783	45
539	129
529	304
600	422
772	352
866	192
973	216
528	130
872	154
548	64
690	64
680	16
660	128
615	186
582	97
640	14
576	136
854	264
531	293
786	51
575	34
559	85
573	66
690	36
549	332
651	339
544	257
560	141
725	0
898	0
944	8
672	138
772	36
913	162
778	2
979	30
873	336
524	84
833	321
639	13
716	20
525	4
527	388
740	34
1003	8
864	322
963	97
557	448
620	146
768	163
799	172
527	19
977	387
786	165
782	385
511	14
784	104
600	265
598	236
673	324
569	321
716	32
527	388
512	377
897	41
686	72
545	88
793	500
877	382
680	160
642	408
584	20
563	461
720	89
578	162
835	180
519	44
660	256
618	128
545	11
811	81
780	146
648	322
639	504
672	0
588	40
520	70
777	144
771	164
799	131
512	216
722	1
838	6
864	272
517	409
640	344
777	256
685	64
513	256
530	261
529	64
977	410
562	329
775	8
546	192
640	50
684	96
682	215
599	218
643	402
979	57
834	143
687	265
535	204
657	273
531	8
512	146
680	192
687	0
530	2
768	257
528	411
801	4
511	297
586	240
557	100
801	35
604	13
595	64
665	48
606	78
567	274
550	133
553	408
851	230
513	264
644	120
767	144
800	56
769	200
823	261
543	22
521	352
584	131
537	325
560	133
644	25
771	166
827	145
535	18
841	65
532	40
672	425
905	143
705	140
819	416
804	345
540	40
744	52
865	314
705	473
513	16
550	267
767	16
613	406
519	53
604	9
512	331
996	267
930	4
519	291
533	2
807	290
543	260
512	18
566	267
580	324
527	181
640	67
578	0
635	63
522	144
595	329
561	320
596	310
553	160
543	18
532	5
522	105
547	367
648	54
655	426
900	432
664	112
595	34
816	3
607	16
587	64
780	3
543	394
653	23
629	460
527	281
511	270
976	128
771	0
673	139
512	48
793	32
654	300
943	132
576	62
661	394
729	162
817	384
937	3
919	176
512	304
513	6
839	260
554	484
972	5
714	6
581	2
585	22
643	10
848	258
545	96
688	338
739	283
801	503
799	16
720	265
702	34
547	0
770	427
530	130
929	448
968	26
545	328
675	408
666	66
869	464
541	4
566	354
513	140
828	256
512	55
908	325
784	274
783	264
525	68
639	275
528	200
914	192
581	393
520	5
667	66
785	132
597	212
514	8
530	61
911	159
519	424
866	386
787	148
515	144
915	282
677	67
706	257
881	130
966	70
787	289
860	6
519	25
574	40
536	276
517	16
639	96
522	135
616	282
514	12
559	78
641	35
919	365
529	33
715	96
728	320
515	143
620	64
527	17
803	324
927	98
519	500
640	239
581	136
513	4
652	176
545	69
776	355
715	165
570	43
864	242
513	82
519	132
574	225
557	26
514	144
662	84
853	454
639	18
835	288
697	116
929	200
639	292
902	169
512	148
720	0
527	349
583	162
788	360
535	0
769	257
783	5
775	14
855	422
913	192
528	163
609	195
514	128
512	128
802	0
577	8
707	244
615	23
672	69
598	80
815	83
776	324
649	161
661	68
930	276
517	32
557	384
775	144
687	64
515	298
512	0
517	53
935	128
512	112
575	1
596	83
562	71
900	14
640	34
672	113
514	321
769	176
688	132
961	289
773	64
769	265
524	30
539	8
515	9
779	228
944	256
709	260
537	422
515	132
600	36
512	36
563	387
519	193
612	292
640	71
511	337
801	58
969	68
521	386
714	212
605	72
841	39
833	12
552	20
864	170
512	22
584	74
692	317
684	6
570	37
995	2
528	32
576	406
519	193
543	130
624	98
575	100
879	192
668	256
661	20
994	164
577	260
1005	128
535	16
544	153
575	208
640	328
780	50
843	476
777	256
517	133
544	360
808	132
807	25
779	264
554	329
788	144
767	144
904	5
640	103
783	80
611	294
511	128
560	182
931	57
607	294
684	14
539	148
578	180
679	3
531	64
529	364
598	136
643	34
576	268
547	28
559	143
545	65
899	256
512	289
675	33
559	163
851	10
517	160
778	162
511	227
592	175
842	64
541	235
522	180
608	397
777	373
944	5
520	1
845	327
757	17
815	88
990	249
889	257
524	80
811	8
559	40
805	0
640	200
965	76
776	275
791	405
768	332
659	128
661	440
777	12
640	4
843	440
809	4
783	16
841	435
709	34
835	68
815	326
780	64
848	223
850	13
552	308
565	261
515	108
648	205
515	20
514	2
921	204
807	392
804	32
960	65
976	80
704	401
515	67
774	34
940	137
969	21
645	322
652	456
612	11
575	288
641	395
512	1
851	268
608	128
514	252
512	272
592	416
520	201
512	64
527	258
640	464
588	39
716	480
560	18
664	322
576	38
749	80
675	70
541	448
648	414
521	17
649	122
689	168
721	112
517	48
529	64
735	260
966	57
665	4
547	196
639	362
708	256
959	388
544	3
536	260
721	90
649	68
719	15
904	193
715	131
643	384
643	323
543	304
579	123
784	14
512	3
529	292
932	68
520	12
911	160
912	41
929	199
947	176
827	261
705	197
578	356
715	136
800	3
819	114
669	200
514	418
768	294
523	128
544	50
514	467
789	425
922	38
769	66
769	351
715	44
803	35
585	488
521	289
646	212
771	74
530	338
571	271
658	19
512	10
586	152
770	83
643	266
767	36
559	176
644	353
555	116
784	145
656	203
581	37
897	130
583	14
519	65
586	146
692	49
528	481
545	19
928	128
845	300
808	450
512	265
530	46
640	139
647	81
581	494
626	138
639	264
610	128
909	201
776	76
903	21
684	23
659	147
783	296
513	208
575	394
885	296
514	128
837	64
587	48
720	161
824	100
899	0
591	343
967	288
689	257
554	92
832	257
912	418
516	341
960	97
599	50
744	72
621	36
579	33
549	392
576	139
639	280
772	84
583	453
932	66
527	0
527	8
655	60
863	199
560	76
544	238
830	51
537	1
734	172
790	196
553	274
511	169
548	280
674	387
851	184
543	148
527	277
690	51
671	111
515	0
527	57
897	201
575	292
832	259
895	152
548	12
543	0
791	238
644	260
520	80
518	132
900	4
785	18
531	490
584	33
727	150
928	167
905	137
551	264
547	96
578	400
1018	68
785	16
709	258
549	182
679	32
679	14
