0	8195
0	8199
0	8201
0	8204
0	8207
0	8208
0	8211
0	8219
0	8225
0	8227
0	8240
0	8242
0	8257
0	8262
0	8280
0	8309
0	8313
0	8319
0	8325
0	8327
0	8338
0	8343
0	8349
0	8353
0	8360
0	8364
0	8383
0	8384
0	8385
0	8392
0	8432
0	8456
0	8464
0	8466
0	8498
0	8500
0	8501
0	8513
0	8521
0	8548
0	8585
0	8593
0	8607
0	8609
0	8672
0	8711
0	8721
0	8731
0	8739
0	8748
0	8757
0	8768
0	8888
0	8960
0	8964
0	8967
0	8973
0	8983
0	8995
0	9177
0	9217
0	9224
0	9241
0	9249
0	9250
0	9267
0	9297
0	9316
0	9322
0	9323
0	9333
0	9360
0	9368
0	9374
0	9419
0	9456
0	9476
0	9481
0	9507
0	9509
0	9525
0	9567
0	9727
0	9735
0	9756
0	9823
0	9847
0	9860
0	9895
0	9928
0	9935
0	9936
0	10007
0	10025
0	10059
0	10242
0	10246
0	10248
0	10249
0	10255
0	10306
0	10352
0	10367
0	10440
0	10475
0	10546
0	10726
0	10752
0	10776
0	10793
0	10814
0	10909
0	11268
0	11280
0	11285
0	11332
0	11339
0	11359
0	11400
0	11407
0	11424
0	11483
0	11539
0	11541
0	11563
0	11588
0	11840
0	11920
0	12035
0	12088
0	12288
0	12291
0	12300
0	12320
0	12324
0	12349
0	12355
0	12356
0	12362
0	12370
0	12371
0	12388
0	12415
0	12452
0	12461
0	12479
0	12512
0	12513
0	12572
0	12579
0	12581
0	12623
0	12706
0	12821
0	12834
0	12864
0	12867
0	12887
0	12901
0	12959
0	12976
0	13060
0	13103
0	13106
0	13130
0	13137
0	13148
0	13311
0	13383
0	13423
0	13475
0	13607
0	13697
0	13827
0	13839
0	13862
0	13983
0	14055
0	14086
0	14101
0	14102
0	14144
0	14224
0	14335
0	14336
0	14343
0	14345
0	14346
0	14355
0	14375
0	14499
0	14527
0	14626
0	14637
0	14659
0	14672
0	14771
0	14785
0	14851
0	14876
0	14996
0	15011
0	15212
0	15396
0	15404
0	15425
0	15435
0	15519
0	15523
0	15681
0	15859
1	8199
1	8200
1	8210
1	8214
1	8225
1	8228
1	8230
1	8257
1	8319
1	8320
1	8330
1	8337
1	8383
1	8386
1	8427
1	8448
1	8457
1	8515
1	8528
1	8591
1	8708
1	8709
1	8718
1	8738
1	8746
1	8758
1	8832
1	8863
1	8890
1	8900
1	8961
1	9215
1	9267
1	9351
1	9361
1	9369
1	9384
1	9427
1	9519
1	9729
1	9759
1	10051
1	10067
1	10119
1	10140
1	10161
1	10257
1	10259
1	10311
1	10400
1	10424
1	10464
1	10508
1	10545
1	10561
1	10568
1	10633
1	10655
1	10657
1	10768
1	10770
1	11431
1	11520
1	12288
1	12320
1	12323
1	12373
1	12431
1	12544
1	12580
1	12637
1	12673
1	12745
1	12799
1	12994
1	13025
1	13242
1	13327
1	13512
1	13664
1	13759
1	14348
1	14359
1	14417
1	14681
1	14688
1	14723
1	15147
1	15743
1	15913
1	15969
1	15978
2	8191
2	8195
2	8199
2	8214
2	8217
2	8223
2	8226
2	8261
2	8267
2	8277
2	8303
2	8321
2	8355
2	8366
2	8447
2	8448
2	8464
2	8487
2	8494
2	8503
2	8508
2	8512
2	8542
2	8696
2	8703
2	8791
2	8876
2	8902
2	8944
2	8987
2	9063
2	9075
2	9296
2	9359
2	9483
2	9538
2	9610
2	9728
2	9841
2	10016
2	10057
2	10239
2	10249
2	10258
2	10269
2	10397
2	10633
2	10639
2	10947
2	11008
2	11015
2	11135
2	11304
2	11400
2	11447
2	11489
2	11808
2	12005
2	12043
2	12323
2	12325
2	12330
2	12384
2	12442
2	12523
2	12781
2	12801
2	12896
2	12906
2	13090
2	13154
2	13442
2	13511
2	13635
2	13740
2	13841
2	13845
2	13960
2	14258
2	14415
2	14572
2	14783
2	15362
2	15364
2	15651
2	15881
2	15888
2	15956
3	8191
3	8212
3	8352
3	8358
3	8447
3	8594
3	8713
3	8745
3	8773
3	8879
3	8970
3	9176
3	9250
3	9345
3	9378
3	9407
3	9476
3	9506
3	9535
3	9663
3	10128
3	10518
3	10523
3	10527
3	10751
3	11647
3	11719
3	12327
3	12576
3	12673
3	12824
3	12836
3	13090
3	13200
3	14359
3	14376
3	14408
3	14478
3	14548
3	15553
4	8193
4	8199
4	8223
4	8225
4	8228
4	8242
4	8244
4	8264
4	8334
4	8392
4	8408
4	8415
4	8451
4	8461
4	8479
4	8607
4	8710
4	8847
4	8877
4	8923
4	8973
4	9162
4	9234
4	9266
4	9271
4	9343
4	9346
4	9485
4	9632
4	9764
4	9783
4	9983
4	9993
4	10239
4	10243
4	10251
4	10271
4	10374
4	10433
4	10774
4	10816
4	10880
4	10898
4	11271
4	11304
4	11520
4	11656
4	11931
4	11940
4	11944
4	12187
4	12289
4	12305
4	12321
4	12332
4	12335
4	12417
4	12425
4	12544
4	12590
4	12607
4	12764
4	12807
4	12829
4	12831
4	12872
4	13312
4	13328
4	13455
4	13823
4	13953
4	14040
4	14849
4	15176
4	15435
5	8200
5	8212
5	8229
5	8303
5	8321
5	8343
5	8353
5	8372
5	8435
5	8524
5	8531
5	8581
5	8655
5	8705
5	8839
5	8879
5	9111
5	9215
5	9218
5	9265
5	9753
5	10399
5	10460
5	11776
5	11928
5	12329
5	12341
5	12600
5	12612
5	12619
5	12682
5	12827
5	13379
5	13442
5	13891
5	14227
5	14472
5	14492
5	14556
5	14775
5	15377
5	15424
5	15619
5	15895
6	8201
6	8215
6	8220
6	8244
6	8249
6	8273
6	8367
6	8415
6	8447
6	8481
6	8706
6	8722
6	8767
6	8991
6	9271
6	9347
6	9348
6	9631
6	9733
6	10095
6	10241
6	10247
6	10253
6	10265
6	10592
6	11300
6	11999
6	12233
6	12300
6	12374
6	12548
6	13060
6	13351
6	13578
6	13952
6	14228
6	14644
6	14663
7	8199
7	8272
7	8322
7	8323
7	8763
7	8870
7	9379
7	10267
